distance_km,weight_kg,price,payment_method,order_hour,is_fraud,data_source
148.85,34.44,597,Wallet,14,0,synthetic
51.78,7.28,184,COD,23,0,real_openml_creditcard_42397
384.4,69.07,1225,Wallet,12,0,synthetic
195.54,7.33,314,Prepaid,15,0,real_openml_creditcard_42397
158.42,50.02,793,Prepaid,3,0,synthetic
591.28,20.27,825,Prepaid,20,0,synthetic
556.86,2.58,582,Prepaid,17,0,synthetic
252.27,12.41,426,COD,18,0,real_openml_creditcard_42397
329.52,114.42,1720,COD,10,1,synthetic
85.11,4.7,183,Wallet,11,0,real_openml_creditcard_42397
29.71,9.1,186,Wallet,14,0,real_openml_creditcard_42397
114.74,3.14,191,Prepaid,13,0,real_openml_creditcard_42397
4315.69,97.99,5110,Prepaid,8,0,real_openml_creditcard_42397
55.27,9.69,216,Wallet,18,0,real_openml_creditcard_42397
730.15,74.68,1603,Wallet,12,0,synthetic
61.87,71.64,965,Wallet,11,0,synthetic
158.64,55.63,860,Wallet,23,0,synthetic
134.59,0.74,180,Wallet,13,0,real_openml_creditcard_42397
766.58,105.05,2001,COD,22,0,synthetic
710.58,101.34,1906,Prepaid,10,0,synthetic
360.56,46.79,936,COD,14,0,real_openml_creditcard_42397
784.86,95.72,1905,Wallet,13,0,synthetic
732.5,27.92,1044,COD,5,1,synthetic
205.76,30.25,598,Prepaid,2,0,synthetic
107.6,44.11,676,Wallet,5,0,synthetic
113.33,3.08,189,Wallet,9,0,real_openml_creditcard_42397
431.57,59.34,1151,COD,14,0,synthetic
75.1,11.53,256,Prepaid,7,0,real_openml_creditcard_42397
667.55,78.84,1597,Prepaid,15,0,synthetic
188.32,85.63,1247,Prepaid,12,0,synthetic
45.62,8.08,188,Prepaid,12,0,real_openml_creditcard_42397
14.95,26.3,379,Wallet,12,0,real_openml_creditcard_42397
760.48,93.02,1851,Prepaid,16,0,synthetic
622.8,32.7,1003,Prepaid,5,0,synthetic
384.68,111.17,1730,Prepaid,23,0,synthetic
665.75,61.52,1387,Prepaid,7,0,synthetic
708.98,114.57,2063,COD,4,0,synthetic
90.29,7.98,227,COD,11,0,real_openml_creditcard_42397
279.06,81.37,1278,Prepaid,1,0,synthetic
252.59,108.33,1577,Wallet,17,0,synthetic
391.24,45.59,949,Wallet,20,0,synthetic
85.12,7.45,216,COD,16,0,real_openml_creditcard_42397
57.09,18.97,329,COD,3,0,synthetic
757.17,110.93,2063,Prepaid,5,0,synthetic
102.1,98.31,1322,Wallet,10,1,synthetic
195.54,0.67,234,Prepaid,15,0,real_openml_creditcard_42397
742.92,50.88,1329,Prepaid,20,0,synthetic
257.58,55.21,944,Prepaid,10,0,synthetic
594.12,57.17,1271,Prepaid,2,0,synthetic
115.46,2.34,182,Prepaid,21,0,real_openml_creditcard_42397
198.86,10.42,354,COD,10,0,real_openml_creditcard_42397
648.84,59.36,1346,COD,3,0,synthetic
566.93,86.9,1603,Prepaid,14,0,synthetic
697.42,58.54,1380,Wallet,0,0,synthetic
759.44,63.76,1499,Prepaid,15,0,synthetic
717.13,46.41,1252,Prepaid,2,0,synthetic
170.61,19.2,434,COD,10,0,real_openml_creditcard_42397
668.17,42.39,1160,Prepaid,18,0,synthetic
100.76,94.46,1274,Prepaid,1,0,synthetic
4.0,104.63,1309,COD,0,1,synthetic
346.17,26.68,682,COD,4,0,synthetic
32.99,18.11,297,COD,9,0,real_openml_creditcard_42397
790.33,55.97,1433,Wallet,10,0,synthetic
120.59,3.29,198,Wallet,20,0,real_openml_creditcard_42397
105.72,15.29,329,Wallet,13,0,synthetic
721.26,23.63,983,Wallet,3,0,synthetic
294.33,52.5,945,Prepaid,4,0,synthetic
134.99,1.04,184,COD,11,0,real_openml_creditcard_42397
34.11,9.52,195,Prepaid,17,0,real_openml_creditcard_42397
743.27,29.29,1070,Wallet,0,0,synthetic
107.21,7.29,234,Wallet,14,0,real_openml_creditcard_42397
38.0,10.82,214,COD,16,0,real_openml_creditcard_42397
377.81,101.12,1603,Wallet,12,0,synthetic
146.25,57.71,874,Wallet,18,0,synthetic
83.61,6.81,207,COD,10,0,real_openml_creditcard_42397
75.09,61.78,859,Prepaid,5,0,synthetic
110.89,89.97,1229,Prepaid,10,0,synthetic
51.07,50.14,698,Wallet,23,0,synthetic
554.63,100.26,1752,COD,22,0,synthetic
9.31,11.47,196,COD,8,0,real_openml_creditcard_42397
546.31,26.4,858,COD,19,0,synthetic
3223.99,40.7,3440,Prepaid,15,0,real_openml_creditcard_42397
629.29,82.85,1611,Wallet,8,0,synthetic
89.39,4.46,184,COD,10,0,real_openml_creditcard_42397
91.78,4.12,182,Wallet,11,0,real_openml_creditcard_42397
8.53,55.88,728,COD,12,0,synthetic
107.81,115.36,1531,COD,13,0,synthetic
660.55,54.34,1297,COD,20,0,synthetic
5.51,69.44,888,COD,8,0,synthetic
635.78,92.8,1736,COD,11,0,synthetic
8.4,10.29,181,COD,21,0,real_openml_creditcard_42397
41.76,50.03,688,Prepaid,11,0,real_openml_creditcard_42397
723.54,57.48,1391,Prepaid,13,0,synthetic
89.91,34.42,544,Wallet,5,1,synthetic
67.98,91.24,1206,Prepaid,6,0,synthetic
153.84,0.8,198,Prepaid,18,0,real_openml_creditcard_42397
12.25,10.25,184,COD,16,0,real_openml_creditcard_42397
191.0,45.43,767,Prepaid,19,0,synthetic
720.99,56.87,1381,Prepaid,21,0,synthetic
53.11,111.89,1440,Prepaid,7,0,synthetic
120.83,4.52,213,Prepaid,8,0,real_openml_creditcard_42397
380.2,97.82,1566,Prepaid,1,0,synthetic
726.91,20.42,949,Wallet,2,1,synthetic
633.88,19.45,854,Wallet,2,0,synthetic
53.4,7.5,188,Wallet,19,0,real_openml_creditcard_42397
337.9,44.92,893,Prepaid,7,0,synthetic
117.97,2.24,183,COD,17,0,real_openml_creditcard_42397
620.86,92.74,1722,Prepaid,13,0,synthetic
119.98,5.59,225,COD,16,0,real_openml_creditcard_42397
101.58,12.96,297,Wallet,18,0,real_openml_creditcard_42397
308.91,0.86,338,Wallet,17,0,synthetic
43.94,9.54,204,Wallet,23,0,real_openml_creditcard_42397
273.66,2.39,325,Wallet,8,0,real_openml_creditcard_42397
323.54,111.65,1681,COD,15,0,synthetic
786.33,69.2,1588,Prepaid,1,0,synthetic
138.56,50.42,780,Prepaid,5,0,synthetic
341.66,29.55,712,Wallet,3,0,synthetic
114.81,6.64,233,COD,21,0,real_openml_creditcard_42397
386.55,110.93,1729,Prepaid,5,0,synthetic
150.45,51.99,809,Wallet,15,0,synthetic
146.49,6.76,263,Prepaid,23,0,real_openml_creditcard_42397
304.88,2.97,360,COD,21,0,real_openml_creditcard_42397
535.49,90.64,1620,Wallet,12,0,synthetic
623.34,82.74,1604,COD,5,0,synthetic
1.9,11.27,187,Wallet,23,0,real_openml_creditcard_42397
776.65,20.98,1001,COD,21,0,synthetic
258.27,55.87,953,COD,0,0,synthetic
613.85,76.03,1515,Wallet,7,0,synthetic
81.46,4.89,182,Prepaid,22,0,real_openml_creditcard_42397
445.4,43.52,973,COD,13,0,synthetic
171.19,89.41,1277,COD,0,0,synthetic
135.2,3.44,213,COD,18,0,real_openml_creditcard_42397
163.06,0.85,207,Prepaid,9,0,real_openml_creditcard_42397
158.16,53.93,839,Wallet,4,0,synthetic
568.26,101.43,1779,Prepaid,7,0,synthetic
29.26,21.97,340,COD,10,0,real_openml_creditcard_42397
395.02,59.2,1116,Prepaid,18,0,synthetic
297.42,117.35,1726,Wallet,19,0,synthetic
338.61,110.06,1675,Wallet,14,1,synthetic
142.5,2.4,207,Prepaid,20,0,real_openml_creditcard_42397
1.51,13.64,215,Wallet,15,0,real_openml_creditcard_42397
235.63,22.44,531,COD,17,0,synthetic
47.14,8.38,193,Prepaid,20,0,real_openml_creditcard_42397
145.56,108.9,1488,COD,22,0,synthetic
53.55,6.98,182,Wallet,18,0,real_openml_creditcard_42397
446.5,13.19,610,Wallet,23,0,synthetic
302.62,3.2,361,Wallet,3,0,synthetic
26.37,14.19,244,COD,8,0,real_openml_creditcard_42397
713.21,28.96,1039,COD,10,0,synthetic
113.03,47.87,726,Prepaid,17,0,synthetic
50.68,32.92,491,Prepaid,5,0,synthetic
505.12,24.86,803,Wallet,22,0,synthetic
652.97,78.69,1582,COD,0,0,synthetic
59.37,10.16,225,Wallet,4,0,synthetic
125.03,2.62,194,Prepaid,18,0,real_openml_creditcard_42397
489.18,76.34,1406,Prepaid,23,0,synthetic
306.17,65.55,1112,COD,18,0,synthetic
129.12,1.32,182,Prepaid,10,0,real_openml_creditcard_42397
389.4,87.59,1452,Prepaid,10,0,synthetic
23.48,9.41,184,Wallet,21,0,real_openml_creditcard_42397
220.57,54.95,908,COD,15,0,synthetic
58.45,7.87,197,Prepaid,12,0,real_openml_creditcard_42397
151.14,13.83,352,COD,11,0,real_openml_creditcard_42397
500.12,108.86,1806,COD,4,0,synthetic
691.6,63.75,1437,Prepaid,8,0,synthetic
21.19,11.24,204,Prepaid,19,0,real_openml_creditcard_42397
112.83,2.7,184,COD,13,0,real_openml_creditcard_42397
116.04,17.28,362,Prepaid,10,0,synthetic
18.47,9.61,182,Prepaid,22,0,real_openml_creditcard_42397
702.52,58.88,1389,COD,6,0,synthetic
748.9,44.39,1257,COD,2,0,synthetic
197.08,61.4,964,Prepaid,12,0,synthetic
30.65,24.7,374,Wallet,20,0,real_openml_creditcard_42397
186.72,106.16,1492,Wallet,21,0,synthetic
112.9,81.49,1129,Wallet,23,0,synthetic
763.63,1.39,754,COD,3,0,synthetic
315.29,50.7,942,Wallet,9,0,synthetic
468.84,75.92,1383,Wallet,10,0,synthetic
27.76,7.18,161,Wallet,7,0,synthetic
166.21,33.53,602,COD,15,0,real_openml_creditcard_42397
241.41,25.85,577,Prepaid,2,0,synthetic
66.46,6.02,182,Wallet,15,0,real_openml_creditcard_42397
180.53,101.68,1433,Prepaid,15,1,synthetic
26.33,73.48,955,Wallet,6,0,synthetic
655.26,4.69,696,Prepaid,8,0,synthetic
142.12,23.85,464,Wallet,19,0,synthetic
270.65,73.51,1176,Prepaid,2,0,synthetic
43.97,9.45,203,Prepaid,23,0,real_openml_creditcard_42397
157.08,2.05,216,COD,13,0,real_openml_creditcard_42397
763.78,67.99,1553,Wallet,8,0,synthetic
117.19,3.13,193,Prepaid,10,0,real_openml_creditcard_42397
265.96,50.87,900,Prepaid,19,0,synthetic
9.43,10.13,180,COD,13,0,real_openml_creditcard_42397
45.06,9.45,204,COD,17,0,real_openml_creditcard_42397
362.22,72.58,1247,COD,1,0,synthetic
616.4,6.48,683,COD,20,0,synthetic
29.06,66.87,879,Prepaid,19,0,synthetic
99.24,9.03,248,Prepaid,5,0,synthetic
165.74,0.65,207,COD,15,0,real_openml_creditcard_42397
346.26,109.81,1679,COD,8,0,synthetic
108.27,2.71,180,COD,17,0,real_openml_creditcard_42397
618.11,5.94,678,Wallet,13,1,synthetic
141.24,3.99,225,Prepaid,21,0,real_openml_creditcard_42397
409.01,109.18,1728,Prepaid,7,0,synthetic
401.48,79.31,1363,Wallet,3,0,synthetic
735.33,48.71,1296,Wallet,15,0,synthetic
156.55,87.05,1235,Wallet,15,0,synthetic
154.46,17.42,398,Prepaid,13,0,real_openml_creditcard_42397
252.0,61.06,1010,Wallet,8,0,synthetic
272.65,61.0,1027,Wallet,1,0,synthetic
288.4,48.73,894,Wallet,16,0,synthetic
602.18,49.96,1191,Prepaid,9,0,synthetic
168.8,5.09,263,Wallet,20,0,real_openml_creditcard_42397
358.27,61.8,1114,Wallet,18,0,real_openml_creditcard_42397
600.19,9.66,706,Wallet,22,0,synthetic
417.2,55.02,1086,Prepaid,16,0,synthetic
177.58,1.6,229,Wallet,1,0,real_openml_creditcard_42397
653.44,13.08,795,COD,21,0,synthetic
377.73,27.75,723,Prepaid,2,0,synthetic
116.96,113.55,1518,COD,12,0,synthetic
575.59,92.61,1679,COD,21,0,synthetic
29.72,14.52,251,Wallet,18,0,real_openml_creditcard_42397
416.79,23.12,703,COD,11,0,synthetic
355.0,91.0,1462,Prepaid,21,0,synthetic
758.13,18.14,950,COD,21,0,synthetic
90.02,8.58,234,COD,2,0,real_openml_creditcard_42397
65.97,61.51,848,Prepaid,4,0,synthetic
144.3,3.34,220,Wallet,12,0,real_openml_creditcard_42397
736.99,39.0,1181,Wallet,17,0,synthetic
484.0,106.65,1765,Wallet,19,0,synthetic
269.45,5.04,353,Prepaid,12,0,real_openml_creditcard_42397
402.56,36.01,844,COD,19,0,synthetic
405.2,62.61,1166,Prepaid,18,1,synthetic
868.31,2.04,856,Wallet,8,0,real_openml_creditcard_42397
680.1,59.54,1377,Wallet,21,0,synthetic
447.13,44.37,985,Prepaid,12,0,synthetic
363.34,49.73,974,Wallet,0,0,synthetic
563.02,13.95,724,Wallet,17,0,synthetic
167.43,58.15,898,COD,6,0,synthetic
642.32,45.85,1178,Wallet,20,0,synthetic
134.66,5.23,234,Prepaid,21,0,real_openml_creditcard_42397
170.18,30.02,563,Wallet,18,0,synthetic
530.62,3.17,566,Wallet,4,0,synthetic
65.53,33.08,506,Wallet,4,0,synthetic
252.38,3.99,325,COD,16,0,real_openml_creditcard_42397
626.29,38.4,1074,COD,3,0,synthetic
45.11,46.36,647,Wallet,6,0,synthetic
135.46,2.76,205,COD,18,0,real_openml_creditcard_42397
435.53,102.31,1670,Wallet,16,0,synthetic
58.39,8.7,207,Wallet,16,0,real_openml_creditcard_42397
157.99,7.23,279,Wallet,11,0,real_openml_creditcard_42397
5.0,93.37,1175,COD,3,0,synthetic
60.15,8.57,207,Wallet,11,0,real_openml_creditcard_42397
174.22,33.31,607,Prepaid,3,0,synthetic
175.89,2.48,238,Prepaid,10,0,real_openml_creditcard_42397
239.28,57.79,959,COD,6,0,synthetic
468.68,95.43,1617,COD,6,0,synthetic
225.4,2.1,278,Wallet,20,0,real_openml_creditcard_42397
604.62,22.25,861,Wallet,13,0,synthetic
320.39,10.83,468,COD,10,0,synthetic
767.15,96.21,1895,Prepaid,9,0,synthetic
244.14,10.69,398,COD,14,0,real_openml_creditcard_42397
146.27,1.36,198,COD,15,0,real_openml_creditcard_42397
438.31,67.4,1253,COD,9,0,synthetic
505.87,22.93,780,Wallet,1,0,synthetic
80.67,10.87,253,Wallet,13,0,real_openml_creditcard_42397
643.37,32.12,1014,Wallet,16,0,synthetic
232.23,25.2,561,Wallet,23,0,synthetic
66.15,17.37,318,Wallet,18,0,real_openml_creditcard_42397
140.21,1.32,192,Prepaid,16,0,real_openml_creditcard_42397
356.63,4.78,428,COD,15,0,synthetic
115.97,40.05,635,Wallet,9,0,real_openml_creditcard_42397
60.44,92.74,1217,Prepaid,7,0,synthetic
739.2,53.26,1354,Prepaid,7,0,synthetic
9.9,17.76,272,Wallet,10,0,real_openml_creditcard_42397
85.57,5.25,190,Prepaid,2,0,real_openml_creditcard_42397
139.48,2.54,206,Prepaid,20,0,real_openml_creditcard_42397
454.44,40.94,950,Wallet,22,0,synthetic
494.26,4.89,554,COD,17,0,synthetic
115.73,2.32,182,COD,7,0,real_openml_creditcard_42397
125.6,1.75,184,COD,9,0,real_openml_creditcard_42397
37.12,107.85,1378,Wallet,0,0,synthetic
54.18,8.19,197,Prepaid,8,0,real_openml_creditcard_42397
112.92,6.86,234,Prepaid,17,0,real_openml_creditcard_42397
370.94,60.16,1106,Prepaid,19,0,synthetic
54.18,9.6,214,COD,12,0,real_openml_creditcard_42397
196.0,84.78,1244,COD,8,0,synthetic
59.11,9.23,214,Wallet,18,0,real_openml_creditcard_42397
77.67,7.26,207,Wallet,10,0,real_openml_creditcard_42397
571.44,18.91,791,COD,17,0,synthetic
369.99,90.69,1471,Prepaid,1,1,synthetic
159.68,40.27,677,COD,13,0,real_openml_creditcard_42397
117.58,2.35,184,Wallet,16,0,real_openml_creditcard_42397
217.06,0.55,252,Prepaid,17,0,real_openml_creditcard_42397
755.68,52.99,1366,COD,3,0,synthetic
385.6,89.33,1469,COD,16,0,synthetic
685.43,91.14,1761,Wallet,11,0,synthetic
86.92,6.4,205,COD,9,0,real_openml_creditcard_42397
41.14,8.0,183,Prepaid,13,0,real_openml_creditcard_42397
75.9,6.64,198,Prepaid,15,0,real_openml_creditcard_42397
107.9,2.91,182,Wallet,13,0,real_openml_creditcard_42397
391.47,84.35,1415,Prepaid,2,0,synthetic
247.04,80.49,1238,COD,18,0,synthetic
34.31,9.76,198,Wallet,17,0,real_openml_creditcard_42397
436.52,14.57,618,Prepaid,16,0,synthetic
99.51,6.2,214,COD,21,0,real_openml_creditcard_42397
560.04,38.94,1021,Wallet,15,1,synthetic
234.84,65.65,1049,Wallet,10,0,synthetic
131.75,1.62,188,COD,14,0,real_openml_creditcard_42397
257.67,69.7,1118,Prepaid,18,0,synthetic
165.29,9.02,307,COD,18,0,real_openml_creditcard_42397
17.35,47.41,634,COD,1,1,synthetic
99.02,12.73,292,Prepaid,8,0,synthetic
41.4,6.11,161,COD,11,0,synthetic
54.66,7.9,194,COD,9,0,real_openml_creditcard_42397
386.58,92.35,1506,Wallet,16,0,synthetic
592.74,111.55,1922,COD,7,0,synthetic
233.89,115.13,1642,COD,8,0,synthetic
441.52,54.26,1099,Prepaid,6,0,synthetic
125.2,54.05,811,Prepaid,15,0,synthetic
38.45,25.2,387,Wallet,21,0,synthetic
88.75,10.93,261,Wallet,10,0,real_openml_creditcard_42397
503.15,52.56,1134,COD,8,0,synthetic
685.97,84.03,1676,COD,20,0,synthetic
157.97,0.65,200,Prepaid,19,0,real_openml_creditcard_42397
96.82,3.74,182,COD,18,0,real_openml_creditcard_42397
704.46,98.85,1870,Wallet,9,0,synthetic
29.21,16.48,274,Wallet,1,0,real_openml_creditcard_42397
486.94,2.37,517,COD,3,0,synthetic
55.73,51.73,721,Prepaid,4,0,synthetic
324.77,1.43,359,COD,14,0,synthetic
69.06,16.82,314,COD,16,0,real_openml_creditcard_42397
435.09,75.58,1349,Wallet,8,0,synthetic
8.6,14.77,235,COD,7,0,real_openml_creditcard_42397
396.62,105.53,1673,Prepaid,6,0,synthetic
93.03,4.02,182,Prepaid,5,0,real_openml_creditcard_42397
215.06,21.04,496,COD,9,0,real_openml_creditcard_42397
28.59,101.35,1292,COD,13,0,synthetic
697.73,79.17,1628,COD,13,0,synthetic
330.59,21.71,608,Prepaid,20,0,real_openml_creditcard_42397
570.67,36.3,999,Prepaid,13,0,synthetic
40.47,8.55,189,COD,6,0,real_openml_creditcard_42397
65.34,7.27,196,Wallet,9,0,real_openml_creditcard_42397
1952.26,154.33,3659,Wallet,14,0,real_openml_creditcard_42397
328.81,89.79,1423,COD,6,0,synthetic
593.21,85.3,1607,Prepaid,12,0,synthetic
61.6,10.3,229,COD,0,0,real_openml_creditcard_42397
94.06,60.11,856,Prepaid,7,0,synthetic
76.83,5.24,182,Prepaid,14,0,real_openml_creditcard_42397
20.16,11.15,202,Wallet,13,0,real_openml_creditcard_42397
630.25,105.69,1885,Prepaid,12,0,synthetic
1102.62,111.39,2379,Wallet,8,0,real_openml_creditcard_42397
66.66,7.92,205,Prepaid,3,0,real_openml_creditcard_42397
652.52,3.7,682,Wallet,12,0,synthetic
425.48,95.25,1576,COD,16,0,synthetic
327.14,74.97,1244,Wallet,21,0,synthetic
707.59,53.54,1329,COD,11,0,synthetic
308.95,1.0,340,Wallet,18,0,real_openml_creditcard_42397
32.11,8.51,181,Wallet,7,0,real_openml_creditcard_42397
12.27,12.91,216,Prepaid,20,0,real_openml_creditcard_42397
291.25,1.07,325,COD,19,0,real_openml_creditcard_42397
4.51,114.81,1432,Prepaid,9,0,synthetic
18.98,14.83,245,Prepaid,21,0,real_openml_creditcard_42397
596.71,86.78,1628,Wallet,23,1,synthetic
583.71,47.49,1145,COD,12,0,synthetic
78.76,9.09,230,COD,11,0,real_openml_creditcard_42397
103.63,3.48,185,Wallet,12,0,real_openml_creditcard_42397
696.27,81.74,1657,Prepaid,8,0,synthetic
55.28,9.6,215,Prepaid,13,0,real_openml_creditcard_42397
366.07,39.13,849,Wallet,22,0,synthetic
723.64,20.64,949,Wallet,3,0,synthetic
257.22,92.37,1390,COD,12,0,synthetic
496.3,113.78,1862,Prepaid,14,0,synthetic
643.5,52.45,1259,Wallet,22,0,synthetic
109.07,2.82,182,COD,20,0,real_openml_creditcard_42397
379.53,8.78,497,COD,21,0,synthetic
212.48,35.54,668,Prepaid,16,0,synthetic
155.3,0.52,196,Prepaid,15,0,real_openml_creditcard_42397
656.92,95.65,1789,Prepaid,17,0,synthetic
621.37,26.33,925,COD,0,0,synthetic
2.81,12.37,201,COD,17,0,real_openml_creditcard_42397
348.17,10.55,490,Wallet,20,0,synthetic
605.64,89.61,1670,COD,5,0,synthetic
19.36,9.63,183,Prepaid,12,0,real_openml_creditcard_42397
48.7,7.51,184,Wallet,20,0,real_openml_creditcard_42397
187.74,38.72,684,Prepaid,23,0,synthetic
76.15,18.47,340,Prepaid,11,0,synthetic
6.99,10.81,186,Wallet,21,0,real_openml_creditcard_42397
290.42,66.87,1114,Prepaid,1,0,synthetic
378.1,20.44,636,Prepaid,12,0,synthetic
247.81,22.5,543,Wallet,17,0,real_openml_creditcard_42397
432.23,5.86,509,Wallet,12,0,synthetic
351.23,10.24,489,Wallet,8,0,synthetic
22.24,11.07,203,Prepaid,19,0,synthetic
442.98,105.5,1715,Wallet,11,1,synthetic
118.02,2.07,181,Wallet,10,0,real_openml_creditcard_42397
372.9,114.39,1758,Prepaid,3,0,synthetic
797.84,59.97,1488,COD,16,0,synthetic
482.15,35.86,914,COD,15,0,synthetic
749.74,3.29,764,Prepaid,10,0,synthetic
359.96,118.05,1791,COD,18,0,synthetic
349.54,73.59,1248,COD,20,0,synthetic
758.63,20.19,975,Wallet,5,0,synthetic
74.9,6.72,198,Prepaid,14,0,real_openml_creditcard_42397
767.31,11.76,882,Wallet,9,0,synthetic
457.99,99.81,1660,Prepaid,6,0,synthetic
6.14,10.96,187,Wallet,21,0,real_openml_creditcard_42397
28.47,8.86,182,COD,17,0,real_openml_creditcard_42397
4.42,97.4,1223,COD,10,0,synthetic
577.59,65.58,1357,Wallet,10,0,synthetic
700.94,34.99,1101,COD,3,0,synthetic
163.22,4.67,253,Prepaid,21,0,real_openml_creditcard_42397
654.57,18.71,864,Wallet,0,0,synthetic
723.58,111.43,2038,Prepaid,15,0,synthetic
524.9,88.36,1583,COD,15,0,synthetic
607.06,114.02,1965,Wallet,2,1,synthetic
694.33,93.71,1799,COD,13,0,synthetic
544.15,100.7,1748,Wallet,6,0,synthetic
571.33,104.83,1822,Wallet,23,0,synthetic
242.49,117.77,1681,COD,1,0,synthetic
464.99,67.05,1273,Prepaid,2,0,synthetic
228.91,2.25,283,Prepaid,10,0,real_openml_creditcard_42397
544.61,60.38,1265,Prepaid,10,0,synthetic
2505.88,160.56,4232,Prepaid,21,0,real_openml_creditcard_42397
3.33,10.75,182,Prepaid,23,0,real_openml_creditcard_42397
648.12,55.96,1305,Wallet,18,0,synthetic
321.32,11.98,483,COD,20,0,real_openml_creditcard_42397
285.11,83.93,1314,Wallet,16,1,synthetic
574.95,1.3,583,Prepaid,13,0,real_openml_creditcard_42397
185.37,3.75,262,Wallet,8,0,synthetic
273.24,83.2,1294,COD,11,0,synthetic
759.91,92.09,1839,Wallet,5,0,synthetic
469.22,45.49,1018,Wallet,0,0,synthetic
414.17,18.02,639,Prepaid,15,0,synthetic
157.16,3.55,234,COD,16,0,real_openml_creditcard_42397
38.08,23.64,368,Wallet,20,0,synthetic
153.34,33.1,585,COD,9,0,synthetic
623.24,91.92,1714,Prepaid,23,0,synthetic
257.72,62.09,1027,Prepaid,5,1,synthetic
759.23,12.38,882,COD,4,0,synthetic
796.99,78.19,1706,Prepaid,5,0,synthetic
445.67,82.99,1447,COD,11,0,real_openml_creditcard_42397
137.49,2.94,209,Wallet,10,0,real_openml_creditcard_42397
703.49,28.29,1023,Prepaid,19,0,synthetic
287.58,49.34,901,Prepaid,10,0,synthetic
238.32,66.02,1057,Wallet,13,0,synthetic
324.27,93.85,1468,Prepaid,16,0,synthetic
381.64,52.73,1026,COD,8,0,synthetic
131.84,20.33,413,Wallet,10,0,synthetic
569.38,4.49,616,Wallet,2,0,synthetic
531.19,56.69,1208,Wallet,22,0,synthetic
279.74,86.15,1336,Prepaid,11,0,synthetic
645.73,86.55,1670,Prepaid,13,1,synthetic
438.64,2.85,479,Prepaid,10,0,real_openml_creditcard_42397
468.36,93.61,1595,Prepaid,5,0,synthetic
103.62,3.14,181,COD,19,0,real_openml_creditcard_42397
694.38,67.24,1482,COD,21,0,synthetic
96.73,3.75,182,Wallet,8,0,real_openml_creditcard_42397
152.12,2.17,213,COD,20,0,real_openml_creditcard_42397
6.76,12.24,203,Prepaid,23,0,real_openml_creditcard_42397
105.87,102.52,1375,Wallet,22,0,synthetic
5.83,15.98,247,Prepaid,14,0,real_openml_creditcard_42397
146.58,1.17,196,Wallet,9,0,real_openml_creditcard_42397
26.4,61.56,813,COD,23,0,synthetic
261.15,38.53,747,COD,2,0,synthetic
104.4,4.75,201,Prepaid,21,0,real_openml_creditcard_42397
479.91,105.01,1742,COD,1,0,synthetic
61.17,37.16,551,Wallet,16,0,real_openml_creditcard_42397
26.78,9.83,192,COD,10,0,real_openml_creditcard_42397
727.41,23.25,984,Prepaid,7,0,synthetic
664.52,11.88,791,Wallet,14,1,synthetic
194.08,99.37,1417,Prepaid,16,0,synthetic
562.0,119.72,1992,Prepaid,0,1,synthetic
264.47,47.49,858,Prepaid,15,0,synthetic
621.34,105.09,1870,Wallet,4,0,synthetic
110.87,4.6,205,Wallet,17,0,real_openml_creditcard_42397
176.65,0.67,217,Prepaid,17,0,real_openml_creditcard_42397
731.04,88.02,1764,COD,9,0,synthetic
143.88,106.27,1455,COD,10,0,synthetic
198.13,115.45,1614,Wallet,11,0,synthetic
260.79,28.36,625,COD,17,0,real_openml_creditcard_42397
684.54,93.99,1794,COD,3,0,synthetic
440.83,119.46,1880,Prepaid,16,0,synthetic
72.37,6.57,194,Wallet,0,0,real_openml_creditcard_42397
104.23,30.56,511,Prepaid,2,0,synthetic
150.0,36.52,623,COD,4,0,synthetic
625.42,1.46,630,Wallet,7,0,synthetic
223.06,20.49,497,Wallet,11,0,synthetic
309.0,9.35,440,Wallet,5,0,synthetic
32.72,50.46,685,Wallet,14,0,real_openml_creditcard_42397
10.93,10.35,184,Prepaid,16,0,real_openml_creditcard_42397
199.03,95.62,1377,Wallet,10,0,synthetic
204.95,3.63,278,Wallet,8,0,real_openml_creditcard_42397
557.08,75.3,1455,Prepaid,0,0,synthetic
794.82,31.1,1139,COD,21,0,synthetic
318.53,54.76,994,Prepaid,14,0,synthetic
546.35,5.86,612,Wallet,6,0,real_openml_creditcard_42397
395.62,20.89,657,COD,9,0,synthetic
126.88,1.48,182,COD,0,0,real_openml_creditcard_42397
162.33,14.58,371,Prepaid,18,0,real_openml_creditcard_42397
298.35,80.94,1290,Prepaid,18,1,synthetic
712.74,107.27,1979,Prepaid,2,0,synthetic
264.48,12.22,435,Wallet,16,0,synthetic
173.87,105.88,1477,COD,2,0,synthetic
142.3,49.79,775,Prepaid,20,0,synthetic
292.19,90.03,1393,Prepaid,5,0,synthetic
100.49,59.07,849,COD,1,0,synthetic
160.4,1.22,209,Prepaid,3,0,real_openml_creditcard_42397
102.0,3.85,188,COD,9,0,real_openml_creditcard_42397
34.4,11.87,223,COD,3,0,synthetic
739.75,76.48,1634,Wallet,19,1,synthetic
107.36,2.95,182,Wallet,3,0,real_openml_creditcard_42397
194.37,1.84,247,Prepaid,15,0,real_openml_creditcard_42397
547.63,51.33,1159,Prepaid,16,0,synthetic
262.26,17.28,493,Prepaid,0,0,synthetic
192.76,1.54,242,Prepaid,18,0,real_openml_creditcard_42397
